Intensity Luminance0 Luminance1 Luminance2 Luminance3 Luminance4
0.823874755382 309.31069033 308.945231194 309.286326388 309.345495962 309.206273434
0.46771037182 74.4318440013 74.4422856909 74.4283634381 74.4944941388 74.4770913229
0.41095890411 53.8199487394 53.8095070498 53.8269098658 53.8234293026 53.812987613
0.896281800391 383.342269563 383.328347311 383.244813794 383.272658299 383.227410978
0.951076320939 446.336982894 446.225604872 446.183838113 446.142071355 446.068979528
0.841487279843 325.912976787 326.160096774 326.26451367 326.215785785 326.01391312
0.74168297456 236.650452997 236.737467077 236.807078341 236.74094764 236.782714398
0.148727984344 3.95740035677 3.93303641438 3.92955585118 3.92259472478 3.92259472478
0.412915851272 54.4742946207 54.4742946207 54.4568918047 54.4603723679 54.4220861727
0.861056751468 345.863565041 345.564236606 345.786992651 345.786992651 345.713900824
0.444227005871 65.3023267314 65.3788991218 65.3580157426 65.417185317 65.3928213746
0.489236790607 83.3908136744 83.4047359272 83.3803719848 83.383852548 83.3942942376
0.859099804305 343.726499237 343.74042149 343.677771353 343.712576984 343.667329663
0.696673189824 202.158071699 202.158071699 202.116304941 202.151110573 202.196357894
0.6771037182 188.207974399 188.315871858 188.239299468 188.166207641 188.26366341
0.794520547945 281.695901912 281.688940786 281.786396556 281.68197966 281.685460223
0.729941291585 227.291218556 227.259893487 227.364310383 227.151996028 227.204204476
0.0724070450098 0.574292927763 0.588215180557 0.577773490961 0.55689011177 0.567331801366
0.954990215264 450.649400697 450.531061548 450.440566905 450.541503238 450.58675056
0.508806262231 91.7650487301 91.8938295685 91.9634408324 91.9425574532 91.8938295685
0.197651663405 8.29766266537 8.29766266537 8.29070153898 8.29766266537 8.29070153898
0.283757338552 21.0434850985 21.0574073513 21.0574073513 21.0574073513 21.0608879145
0.352250489237 36.4449772522 36.4310549994 36.4380161258 36.4345355626 36.4345355626
0.784735812133 272.980571663 272.935324342 272.997974479 272.886596457 272.823946319
0.753424657534 246.169793345 246.169793345 246.204598977 245.978362369 246.061895886
0.199608610568 8.50301589409 8.51693814688 8.51345758368 8.4890936413 8.4856130781
0.401174168297 50.6247917231 50.6108694703 50.5830249647 50.6004277807 50.5691027119
0.79060665362 278.100480128 277.922971405 278.016946612 278.121363508 278.093519002
0.583170254403 129.320325643 129.358611838 129.386456343 129.396898033 129.289000574
1.0 506.641220872 506.672545941 506.582051298 506.564648482 506.710832136
0.880626223092 365.626202883 365.810672732 365.68885302 365.716697526 365.824594985
0.277886497065 19.8983798062 19.9401465646 19.9436271278 19.9157826222 19.9436271278
0.528375733855 101.110360918 101.047710781 101.030307965 101.033788528 101.054671907
0.334637964775 31.9759341052 31.9759341052 31.9794146684 32.0037786108 32.0002980476
0.759295499022 251.209648856 251.140037592 251.230532235 250.986892812 251.077387455
0.839530332681 323.901211258 323.821158305 323.800274926 323.894250132 323.78287211
0.520547945205 97.2086495727 97.2016884463 97.2747802734 97.3235081582 97.2991442158
0.183953033268 6.88803456996 6.88455400676 6.85322893797 6.87759288036 6.88107344356
0.211350293542 9.87783835752 9.86043554153 9.88479948392 9.86739666793 nan
0.643835616438 165.81403078 165.824472469 165.800108527 165.761822332 165.761822332
0.389432485323 46.8414195263 46.8971085374 46.8797057214 46.8623029055 46.8971085374
0.138943248532 3.27869053305 3.28217109624 3.27869053305 3.27172940665 3.26128771705
0.499021526419 87.5709700758 87.5361644439 87.5326838807 87.5326838807 87.5500866967
0.256360078278 16.2159439421 16.1985411261 16.2229050685 16.1985411261 16.2089828157
0.87084148728 355.487322285 355.508205664 355.570855802 355.466438906 355.403788768
0.318982387476 28.2378092299 28.2621731723 28.2586926091 28.2969788043 28.3004593675
0.857142857143 341.415405273 341.398002457 nan 341.213532608 341.255299366
0.320939334638 28.6693990666 28.7459714569 28.7181269513 28.7529325833 28.7424908937
0.369863013699 41.1994265814 41.1959460182 41.175062639 41.1472181334 41.1959460182
0.919765166341 408.830433866 408.82347274 408.579833316 408.440610788 408.607677822
0.947162426614 440.374778135 440.517481226 440.322569687 440.42350602 440.319089124
0.340508806262 33.2950675575 33.3368343158 33.392523327 33.375120511 33.3786010742
0.720156555773 219.658343461 219.505198681 219.512159807 219.533043186 219.540004313
0.972602739726 471.348310039 471.250854269 471.14295681 471.233451453 471.094228925
0.12133072407 2.26584664226 2.27976889506 2.27280776866 2.26584664226 2.27976889506
0.900195694716 386.513062637 386.673168544 386.610518407 386.582673901 386.600076717
0.980430528376 480.815441939 480.839805881 480.711025043 480.843286445 480.599647021
0.385518590998 45.5327277636 45.6162612804 45.6580280387 45.6893531075 45.6754308547
0.150684931507 4.07573950552 4.05137556313 4.05833668952 4.04093387353 4.06181725272
0.898238747554 384.661403016 384.553505556 384.553505556 384.341191201 384.302905006
0.712328767123 213.490785473 213.48730491 213.473382657 213.570838427 213.494266037
0.270058708415 18.4957128372 18.4783100212 18.5131156532 18.5131156532 18.527037906
0.93542074364 426.595228432 426.591747869 426.546500547 426.487330973 426.250652675
0.131115459883 2.80533393804 2.79489224845 2.80185337484 2.81229506444 2.79141168525
0.0293542074364 0.0522084479784 0.0661307007727 0.0417667583828 0.0522084479784 0.0522084479784
0.332681017613 31.4886552574 31.5060580734 31.5025775102 31.4886552574 31.4851746942
0.436399217221 62.4795899774 62.4865511038 62.4587065982 62.4273815294 62.4587065982
0.113502935421 1.91082919601 1.88298469042 1.90038750642 1.89690694322 1.90386806961
0.559686888454 116.779856438 116.699803485 116.685881232 116.6510756 116.654556163
0.514677103718 94.4833685882 nan nan 94.532096473 94.5251353466
0.0254403131115 0.0278445055885 0.0243639423899 0.0243639423899 0.0278445055885 0.0348056319856
0.590998043053 133.883343996 133.78936879 133.744121468 133.719757526 133.563132182
0.622309197652 152.118014593 152.121495156 152.131936846 152.135417409 152.131936846
0.996086105675 500.442337816 500.616365976 500.285712472 500.330959793 500.236984587
0.923679060665 412.558117052 412.669495074 412.502428041 412.589442121 412.770431407
0.0978473581213 1.27388613067 1.28780838347 1.26344444108 1.27388613067 1.28084725707
0.874755381605 359.375111378 359.228927724 359.288097298 359.07230238 359.096666322
0.0352250489237 0.0765723903684 0.0835335167655 0.104416895957 0.0800529535669 0.0870140799641
0.587084148728 131.561808342 131.457391447 131.384299619 131.453910883 131.478274826
0.448140900196 66.7189159533 66.750241022 66.7015131373 66.7537215852 66.6875908845
0.25831702544 16.5257140668 16.5222335036 16.5152723772 16.5257140668 16.5500780092
0.479452054795 79.1027598137 79.0992792505 79.0331485498 79.0992792505 79.0957986873
0.600782778865 139.260814138 139.264294701 139.232969632 139.212086253 139.232969632
0.428571428571 59.6290087178 59.6185670282 59.6429309706 59.6638143498 59.6464115338
0.80626223092 291.827821384 291.772132372 291.838263073 291.866107579 291.866107579
0.0665362035225 0.466395468607 0.455953779012 0.455953779012 0.438550963019 0.442031526217
0.66927592955 182.673878913 182.67039835 182.635592718 182.579903707 182.548578638
0.111545988258 1.83425680564 1.79249004726 1.80989286325 1.80641230005 1.79597061046
0.0880626223092 0.953674316406 0.971077132399 0.939752063612 0.957154879605 0.953674316406
0.0939334637965 1.14162472913 1.14162472913 1.13814416593 1.12422191314 1.13466360273
0.272015655577 nan nan nan nan nan
0.0684931506849 0.480317721402 0.487278847799 0.4837982846 0.4837982846 0.487278847799
0.780821917808 269.294655236 269.336421994 269.238966225 269.193718903 269.19023834
0.941291585127 433.051673165 432.8498005 432.891567258 616.230233742 616.627017947
0.133072407045 18.0502007477 17.0269151674 17.0338762938 17.0512791098 18.0919675061
0.724070450098 343.531587698 335.55761741 333.086417539 333.044650781 330.949351735
0.847358121331 314.778655115 314.712524414 314.576782449 314.64291315 314.451482174
0.628180039139 144.589556395 144.610439774 144.666128785 144.749662302 144.725298359
0.802348336595 272.903999273 272.914440963 272.789140687 272.921402089 272.743893366
0.407045009785 46.2984516673 46.3506601153 46.3854657472 46.3715434945 46.4098296896
0.716242661448 203.428477266 203.404113324 203.383229945 203.25792967 203.296215865
0.530332681018 93.0284931712 93.1189878144 93.0737404928 93.1711962623 93.1433517567
0.0861056751468 0.438550963019 0.431589836622 0.43507039982 0.431589836622 0.431589836622
0.107632093933 0.922349247619 0.929310374016 0.922349247619 0.918868684421 0.925829810818
0.545988258317 100.529106864 100.574354186 100.570873622 100.54650968 100.476898416
0.917808219178 387.48413977 387.717337504 387.491100896 387.630323424 387.581595539
0.379647749511 nan 38.4323788385 38.4811067233 38.4567427809 38.5089512289
0.33072407045 26.556697205 26.5462555154 26.574100021 26.5706194578 26.5358138258
0.360078277886 33.392523327 33.375120511 33.4134067062 33.4203678326 33.4064455798
0.356164383562 32.4353684474 32.411004505 32.4353684474 32.4318878842 32.4562518266
0.909980430528 379.196918794 378.970682186 378.928915428 378.946318244 378.827979095
0.285714285714 17.7508723127 17.7717556919 17.7821973815 17.7647945655 17.7961196343
0.690802348337 185.044142452 185.113753716 185.026739636 185.037181325 185.033700762
0.864970645793 331.906506615 331.909987178 331.836895351 331.655906065 331.798609156
0.405088062622 45.6475863492 45.7241587395 45.7728866243 45.7972505667 45.7694060611
0.953033268102 427.75773654 427.611552886 427.684644713 427.538461059 427.524538806
0.297455968689 19.8148462894 19.8322491054 19.8461713582 19.8357296686 19.8809769902
0.0 0.0 0.0 0.0 0.0 0.0
0.92759295499 398.423549903 398.58365581 398.395705397 398.538408488 398.406147087
0.964774951076 441.394583152 441.606897507 441.349335831 441.429388784 441.088293591
0.377690802348 37.8163191524 37.9137749219 37.9311777379 37.9485805539 37.9833861859
0.39530332681 42.8805386063 42.8944608591 42.8596552271 42.8770580431 42.9153442383
0.240704500978 11.0159825235 11.0229436498 11.0507881554 11.0159825235 11.0333853394
0.299412915851 20.2220721837 20.22903331 20.2151110573 20.2568778156 20.2359944364
0.87866927593 346.05847658 345.926215179 345.821798283 345.759148145 345.578158859
0.430528375734 53.6842067746 53.7120512802 53.760779165 53.8025459234 53.7816625442
0.103718199609 0.821412914861 0.817932351662 0.828374041258 0.821412914861 0.814451788464
0.383561643836 39.5635618781 39.5948869469 39.5705230045 39.5426784989 39.5322368093
0.561643835616 108.151540269 108.155020832 108.134137453 108.1202152 108.1202152
0.655577299413 161.560782551 161.550340861 161.425040586 161.491171287 161.560782551
0.610567514677 134.339297775 134.363661717 134.349739465 134.304492143 134.318414396
0.381604696673 38.9579438815 39.0066717663 39.0101523295 39.0101523295 39.0136328927
0.585127201566 120.323069774 120.2639002 120.284783579 120.218652878 120.316108648
0.986301369863 467.655432485 467.495326578 467.411793061 467.436157004 467.286492786
0.602739726027 129.751915479 129.744954353 129.859812938 129.831968433 129.82848787
0.974559686888 453.409487314 452.974416914 452.852597202 453.06839212 452.998780856
0.990215264188 472.201048023 472.35071224 472.110553379 472.458609699 472.033980989
0.904109589041 372.41330112 372.41330112 372.336728729 372.385456614 372.395898304
0.618395303327 138.620390509 138.738729658 138.710885152 138.818782611 138.794418669
0.722113502935 207.486813956 207.486813956 207.438086071 207.378916497 207.445047198
0.0802348336595 0.361978572651 0.330653503863 0.351536883055 0.348056319856 0.344575756658
0.268101761252 14.8898493635 14.9072521794 14.9211744322 14.9072521794 14.9037716162
0.706457925636 196.136697365 196.157580745 196.112333423 195.959188642 196.074047228
0.207436399217 7.19432413143 7.19084356823 7.18388244183 7.19084356823 7.19432413143
0.843444227006 310.803851942 310.59501815 310.741201805 310.789929689 310.657668288
0.260273972603 13.6820939336 13.7238606919 13.6960161863 13.7447440711 13.7203801287
0.598825831703 127.868930789 127.74014995 127.736669387 127.778436146 127.778436146
0.213307240705 7.79994212798 7.81386438077 7.78950043838 7.81038381758 7.80342269118
0.221135029354 8.65964123802 8.63875785883 8.64223842203 8.65964123802 8.66660236442
0.745596868885 225.561378646 225.564859209 225.530053577 225.450000624 225.55441752
0.371819960861 36.3161964138 36.3684048618 36.4101716202 36.4101716202 36.4171327466
0.420743639922 50.6143500335 50.6039083439 50.6143500335 50.5621415855 50.6213111599
0.866927592955 333.92523327 333.775569053 333.789491305 333.740763421 333.695516099
0.819960861057 288.507364092 288.510844655 288.597858735 288.566533666 288.521286345
0.027397260274 0.0 0.0 0.0 0.0 0.0
0.495107632094 77.8114708671 77.7871069247 77.7209762239 77.7766652351 77.6826900287
0.162426614481 3.47708263536 3.48056319856 3.46316038257 3.47708263536 3.46316038257
0.60469667319 131.088451747 131.078010058 130.931826404 130.990995978 131.02580161
0.624266144814 142.302826373 142.281942994 142.233215109 142.208851167 142.268020741
0.246575342466 11.7712647375 11.7817064271 11.7886675535 11.7851869903 11.7782258639
0.876712328767 343.573354457 343.455015308 343.472418124 343.326234469 343.510704319
0.187866927593 5.35310619939 5.37050901538 5.36006732579 5.35658676259 5.36354788899
0.160469667319 3.34830179702 3.35178236022 3.34830179702 3.35178236022 3.33786010742
0.571428571429 113.156590148 113.052173253 113.059134379 113.052173253 113.045212126
