intensity_in,R_out,G_out,B_out,X_R,X_G,X_B,Y_R,Y_G,Y_B,Z_R,Z_G,Z_B
4.117647058823529216e-01,6.992943033585877766e-01,6.662155651850243387e-01,7.947964495530881468e-01,9.567666016043564525e+01,2.091281188754116727e+01,2.319109800860397996e+01,4.147136514920953232e+01,8.341836090403320725e+01,1.952216333452820152e+01,1.522967386702635206e+00,3.265234641942903693e+01,1.365904525337197128e+02
4.156862745098038880e-01,7.003886840884213649e-01,6.666074142202319530e-01,7.955243773547256980e-01,9.646138939663541123e+01,2.114273209027080114e+01,2.336565646882844405e+01,4.180091299071813893e+01,8.445962206405900474e+01,1.969005522875373870e+01,1.503113915572633408e+00,3.298272061043184067e+01,1.376664641554546051e+02
4.196078431372549100e-01,7.014830648182550643e-01,6.671504567171098188e-01,7.962523051563632492e-01,9.724367012738350979e+01,2.131930107105605998e+01,2.353989576901937042e+01,4.212943257987001289e+01,8.523171501440019426e+01,1.985764015199360344e+01,1.483322391073461421e+00,3.321897291084769677e+01,1.387405084139070652e+02
4.235294117647058765e-01,7.115520090752375237e-01,6.677204344947189618e-01,7.969802329580008005e-01,9.368724908263840234e+01,2.148612949164410324e+01,2.371381678369830937e+01,4.069722293196499407e+01,8.595483786830321549e+01,2.002491894537048012e+01,1.656535584597339072e+00,3.343815067508852223e+01,1.398125906997946686e+02
4.274509803921568429e-01,7.262700674498261399e-01,6.682904122723281048e-01,7.977081607596383517e-01,9.301713214075265057e+01,2.165267333986461651e+01,2.388742038419471214e+01,4.044583538301169767e+01,8.667672723463964246e+01,2.019189244693685481e+01,1.765169120272267245e+00,3.365695457056611417e+01,1.408827163841581580e+02
4.313725490196078649e-01,7.288748592091569556e-01,6.688603900499373589e-01,7.984360885612759029e-01,9.445615406361808652e+01,2.181893334322334255e+01,2.406070743866050066e+01,4.105002318943741102e+01,8.739738626680519928e+01,2.035856149168905205e+01,1.724381834488019960e+00,3.387538555307131816e+01,1.419508908184515974e+02
4.352941176470588314e-01,7.314796509684877712e-01,6.694303678275465019e-01,7.991640163629134541e-01,9.588492730098361960e+01,2.198491022674833317e+01,2.423367881208453767e+01,4.164990798232835800e+01,8.811681810745601240e+01,2.052492691158110460e+01,1.683885034941511982e+00,3.409344457513986981e+01,1.430171193346310758e+02
4.392156862745097978e-01,7.335155939885127374e-01,6.700003456051557560e-01,7.998919441645510053e-01,9.712275266765522019e+01,2.215060471300046530e+01,2.440633536630700462e+01,4.217233954981686850e+01,8.883502588855408533e+01,2.069098953553865172e+01,1.655608836045292298e+00,3.431113258606609406e+01,1.440814072452438097e+02
4.431372549019607643e-01,7.341476604440081433e-01,6.705703233827648990e-01,8.198619410725559442e-01,9.790989655059743768e+01,2.231601752208394629e+01,2.389057338351647886e+01,4.251224572153640935e+01,8.955201273141301499e+01,2.012225452171763251e+01,1.656883131742138859e+00,3.452845053191681046e+01,1.401766179724203596e+02
4.470588235294117307e-01,7.347797268995036601e-01,7.185557820655507077e-01,8.201603332592226625e-01,9.869568621206116177e+01,2.120779323984736919e+01,2.407566028222006693e+01,4.285156711041207700e+01,8.318586712152344376e+01,2.030473835283460105e+01,1.658155235109679326e+00,3.297366464121513729e+01,1.413549715518487915e+02
4.509803921568627527e-01,7.354117933549991770e-01,7.194939890542588756e-01,8.204587254458892698e-01,9.948012514379611559e+01,2.140387188812023567e+01,2.426061255261704019e+01,4.319030522425874352e+01,8.416599656663717610e+01,2.048708944906141483e+01,1.659425151800655973e+00,3.326494716639497540e+01,1.425324680217351272e+02
4.549019607843137192e-01,7.360438598104945829e-01,7.204321960429671545e-01,8.207571176325559881e-01,1.002632168255580751e+02,2.159943983640174991e+01,2.444543034154268213e+01,4.352846156571209235e+01,8.514357319886916287e+01,2.066930795516826791e+01,1.660692887448395050e+00,3.355547102670028181e+01,1.437091083169045191e+02
4.588235294117646856e-01,7.366759262659900998e-01,7.213704030316753224e-01,8.210555098192225953e-01,1.010449647251602414e+02,2.179449907732550429e+01,2.463011379561881853e+01,4.386603763225072328e+01,8.611860697870658043e+01,2.085139401571489159e+01,1.661958447666887384e+00,3.384523918226643246e+01,1.448848933708230788e+02
4.627450980392157076e-01,7.373223242089093077e-01,7.218513388766336636e-01,8.213539020058893136e-01,1.018247741025751054e+02,2.196015031443307919e+01,2.481466306125421539e+01,4.420217573263171573e+01,8.687113150334218403e+01,2.103334777505095232e+01,1.661859934278680839e+00,3.407301463581826084e+01,1.460598241156005486e+02
4.666666666666666741e-01,7.381250126773172271e-01,7.222097822323324534e-01,8.216522941925559209e-01,1.025965362168317085e+02,2.211786597397640719e+01,2.499907828464495552e+01,4.452829456215808079e+01,8.756384672560231763e+01,2.121516937731642471e+01,1.646925955829304344e+00,3.428411833444546630e+01,1.472339014819925467e+02
4.705882352941176405e-01,7.389277011457251465e-01,7.225682255880313543e-01,8.219506863792226392e-01,1.033666216188780851e+02,2.227542515796973177e+01,2.518335961177482929e+01,4.485370487358886038e+01,8.825587467942182229e+01,2.139685896644198237e+01,1.632024422590115931e+00,3.449501258927080727e+01,1.484071263994031540e+02
4.745098039215686070e-01,7.397303896141331769e-01,7.229266689437302551e-01,8.222490785658892465e-01,1.041350357669633553e+02,2.243282809916538767e+01,2.536750718841571128e+01,4.517840897338320616e+01,8.894721638709035005e+01,2.157841668614936026e+01,1.617155228941298484e+00,3.470569771183517105e+01,1.495794997958873580e+02
4.784313725490195734e-01,7.405330780825410963e-01,7.232851122994290449e-01,8.225474707525559648e-01,1.049017840956709762e+02,2.259007502985432581e+01,2.555152116012796526e+01,4.550240915800006292e+01,8.963787286887102823e+01,2.175984267995175259e+01,1.602318269720975463e+00,3.491617401306189095e+01,1.507510225981534973e+02
4.823529411764705954e-01,7.492819317888559372e-01,7.236435556551279458e-01,8.228458629392225721e-01,9.929397857343781197e+01,2.274716618186723238e+01,2.573540167226079944e+01,4.318302181392120787e+01,9.032784514300544743e+01,2.194113709115417521e+01,1.823396567755741993e+00,3.512644180325823129e+01,1.519216957315655918e+02
4.862745098039215619e-01,7.506037757491700324e-01,7.240019990108268466e-01,8.231442551258892903e-01,1.018983668524410433e+02,2.290410178657568707e+01,2.591914886995267508e+01,4.425264371645761940e+01,9.101713422571877743e+01,2.212230006285385642e+01,1.727178814851105804e+00,3.533650139211695773e+01,1.530915201201459581e+02
4.901960784313725283e-01,7.519256197094841276e-01,7.243604423665256364e-01,8.234426473125560086e-01,1.044935983882061379e+02,2.306088207489333186e+01,2.610276289813166528e+01,4.531850494582468514e+01,9.170574113122476945e+01,2.230333173794060286e+01,1.631299353001377739e+00,3.554635308871785071e+01,1.542604966865775111e+02
4.941176470588235503e-01,7.609905820585693981e-01,7.247188857222245373e-01,8.237410394992226159e-01,1.012892538465181360e+02,2.321750727727694397e+01,2.628624390151587420e+01,4.405000353283882220e+01,9.239366687173054515e+01,2.248423225909719392e+01,1.843963134649086344e+00,3.575599720152919048e+01,1.554286263522063223e+02
4.980392156862745168e-01,7.618807745020931277e-01,7.250773290779234381e-01,8.240394316858893342e-01,1.030055193178882575e+02,2.337397762372759402e+01,2.646959202461374971e+01,4.476334360970513160e+01,9.308091245744175524e+01,2.266500176879970496e+01,1.788591455325262425e+00,3.596543403840929187e+01,1.565959100370438080e+02
5.019607843137254832e-01,7.627709669456168573e-01,7.254357724336222280e-01,8.243378238725559415e-01,1.047177788513821781e+02,2.353029334379179360e+01,2.665280741172454526e+01,4.547501867840097134e+01,9.376747889656746793e+01,2.284564040931796214e+01,1.733349019123305412e+00,3.617466390660803910e+01,1.577623486597694296e+02
5.058823529411764497e-01,7.636611593891406979e-01,7.574792861447904313e-01,8.246362160592226598e-01,1.064260464560491926e+02,2.291930896397560602e+01,2.683589020693863247e+01,4.618503456157818476e+01,8.971380083280087092e+01,2.302614832271584433e+01,1.678235374070837338e+00,3.522550609382516740e+01,1.589279431377328535e+02
5.098039215686274161e-01,7.645513518326644276e-01,7.582061963871453703e-01,8.249346082458892671e-01,1.081303360756938758e+02,2.308386357859922455e+01,2.701884055413790975e+01,4.689339705477059539e+01,9.050196954589677034e+01,2.320652565085168817e+01,1.623250070300465309e+00,3.545684210266382763e+01,1.600926943869565378e+02
5.137254901960783826e-01,7.780458851660607689e-01,7.589331066295003092e-01,8.252330004325559853e-01,1.061383836093281445e+02,2.324810297061955922e+01,2.720165859699617172e+01,4.611389054356471462e+01,9.128862843446339070e+01,2.338677253537866463e+01,1.819670152400365559e+00,3.568773496173664483e+01,1.612566033221379769e+02
5.176470588235293491e-01,7.799520833527021635e-01,7.596600168718553592e-01,8.255313926192225926e-01,1.074557184401838299e+02,2.341202804493563860e+01,2.738434447897948942e+01,4.667102239718478529e+01,9.207378183270370187e+01,2.356688911774513073e+01,1.790317057207093221e+00,3.591818594317888369e+01,1.624196708566522886e+02
5.215686274509804266e-01,7.844414531178296457e-01,7.603869271142102981e-01,8.258297848058893109e-01,1.077449014657192237e+02,2.357563970298625833e+01,2.756689834334658329e+01,4.682848723640897504e+01,9.285743405824717911e+01,2.374687553919500971e+01,1.881623783474320133e+00,3.614819631426131963e+01,1.635818979025544309e+02
5.254901960784313930e-01,7.846553509716890362e-01,7.614552540343064724e-01,8.261281769925559182e-01,1.085503958301958534e+02,2.372541612587593107e+01,2.774932033314920332e+01,4.716771965057475313e+01,9.351938625866773691e+01,2.392673194076816401e+01,1.863906538066234742e+00,3.634789741741820279e+01,1.647432853705816456e+02
5.294117647058823595e-01,7.848692488255484268e-01,7.629353098982702974e-01,8.264265691792226365e-01,1.093554511571739170e+02,2.385842357262113467e+01,2.793161059123247725e+01,4.750676716493600793e+01,9.403451535097947556e+01,2.410645846330075059e+01,1.846198949504240572e+00,3.651099606010372867e+01,1.659038341701558181e+02
5.333333333333333259e-01,7.850831466794077063e-01,7.644153657622341225e-01,8.267249613658893548e-01,1.101600678055039992e+02,2.399091596312774044e+01,2.811376926023531908e+01,4.784562993062195346e+01,9.454764966435840279e+01,2.428605524742560107e+01,1.828501009895243445e+00,3.667346312181032175e+01,1.670635452093858930e+02
5.372549019607842924e-01,7.852970445332670968e-01,7.658558399990302856e-01,8.270233535525559621e-01,1.109642461336456165e+02,2.409015632719872713e+01,2.829579648259079150e+01,4.818430809859715680e+01,9.506371367480750223e+01,2.446552243357259471e+01,1.810812711354747861e+00,3.680706694435129123e+01,1.682224193950703750e+02
5.411764705882352589e-01,7.855109423871264873e-01,7.672866473676215326e-01,8.273217457392226803e-01,1.117679864996680124e+02,2.418104386634288261e+01,2.847769240052643980e+01,4.852280181966177253e+01,9.557904419574371957e+01,2.464486016196898888e+01,1.793134046006845450e+00,3.693328750488461054e+01,1.693804576326992049e+02
5.450980392156862253e-01,7.857248402409858778e-01,7.804038605373037063e-01,8.709962654550842398e-01,1.125712892612504277e+02,2.410117362208416125e+01,2.674602826100178277e+01,4.886111124445174170e+01,9.428629406718968653e+01,2.271382983426186897e+01,1.775465005984205424e+00,3.678249943851694326e+01,1.563146119767438336e+02
5.490196078431373028e-01,7.859387380948452684e-01,7.805899161484868287e-01,8.717160265515618844e-01,1.133741547756826975e+02,2.425059470200747214e+01,2.698156733692208675e+01,4.919923652343899079e+01,9.496208799385574650e+01,2.294863463237224721e+01,1.757805583428061036e+00,3.696548968890223108e+01,1.578085486021519444e+02
5.529411764705882693e-01,7.861526359487045479e-01,7.807759717596699511e-01,8.724357876480395291e-01,1.141765833998658906e+02,2.439994456910827836e+01,2.721671777251849633e+01,4.953717780693172301e+01,9.563755984285391776e+01,2.318305200171975500e+01,1.740155770488199138e+00,3.714839272768237777e+01,1.593000202267456302e+02
5.568627450980392357e-01,7.863665338025639384e-01,7.809620273708530735e-01,8.731555487445171737e-01,1.149785754903126787e+02,2.454922327428358741e+01,2.745148052888499279e+01,4.987493524507458176e+01,9.631270984437860250e+01,2.341708290040224227e+01,1.722515559322945311e+00,3.733120861718901295e+01,1.607890329463860439e+02
5.607843137254902022e-01,7.865804316564233289e-01,7.811480829820361960e-01,8.738753098409948183e-01,1.157801314031479905e+02,2.469843086838192292e+01,2.768585656394919425e+01,5.021250898784888506e+01,9.698753822840484418e+01,2.365072828336104038e+01,1.704884942099157863e+00,3.751393741969434359e+01,1.622755928368512173e+02
5.647058823529411686e-01,7.867943295102827195e-01,7.813341385932193184e-01,8.745950709374724630e-01,1.165812514941094662e+02,2.484756740220337790e+01,2.791984683248533727e+01,5.054989918507286717e+01,9.766204522468871119e+01,2.388398910239393302e+01,1.687263910992211846e+00,3.769657919741130314e+01,1.637597059539184841e+02
5.686274509803921351e-01,7.870082273641421100e-01,7.815201942044024408e-01,8.753148320339501076e-01,1.173819361185479977e+02,2.499663292649966451e+01,2.815345228612726913e+01,5.088710598640188465e+01,9.833623106276738213e+01,2.411686630616812366e+01,1.669652458185989063e+00,3.787913401249355871e+01,1.652413783334469315e+02
5.725490196078431016e-01,7.872221252180013895e-01,7.817062498155855632e-01,8.760345931304277523e-01,1.181821856314283536e+02,2.514562749197417801e+01,2.838667387338132642e+01,5.122412954132865792e+01,9.901009597195955791e+01,2.434936084023303593e+01,1.652050575872865634e+00,3.806160192703560341e+01,1.667206159914588852e+02
5.764705882352940680e-01,7.874360230718607800e-01,7.818923054267686856e-01,8.767543542269053969e-01,1.189820003873294638e+02,2.529455114928205717e+01,2.861951253963921005e+01,5.156096999918344892e+01,9.968364018136570337e+01,2.458147364703316029e+01,1.634458256253701336e+00,3.824398300307285581e+01,1.681974249242218207e+02
5.803921568627450345e-01,7.876499209257201706e-01,7.820783610379518080e-01,8.774741153233830415e-01,1.197813807404452007e+02,2.544340394903023039e+01,2.885196922719070045e+01,5.189762750913430267e+01,1.003568639198681893e+02,2.481320566592077626e+01,1.616875491537829168e+00,3.842627730258165997e+01,1.696718111083288250e+02
5.843137254901961120e-01,7.878638187795795611e-01,7.822644166491349305e-01,8.781938764198606862e-01,1.205803270445847915e+02,2.559218594177748329e+01,2.908404487523643667e+01,5.223410222018732441e+01,1.010297674161316905e+02,2.504455783316860717e+01,1.599302273943040031e+00,3.860848488747942042e+01,1.711437805007797408e+02
5.882352941176470784e-01,7.880777166334389516e-01,7.824504722603180529e-01,8.994255875421345303e-01,1.213788396531733014e+02,2.574089717803452615e+01,2.867959231887940419e+01,5.257039428118679325e+01,1.017023508986034130e+02,2.449864460847700087e+01,1.581738595695575400e+00,3.879060581962465903e+01,1.672301836168396960e+02
5.921568627450980449e-01,8.201167690450198444e-01,7.826365278715011753e-01,9.014946918617937621e-01,1.167818048438616216e+02,2.588953770826401524e+01,2.891669708908307612e+01,5.072344797488035795e+01,1.023746145955132505e+02,2.472512849747752028e+01,1.865407044970468053e+00,3.897264016081705051e+01,1.686780400119851322e+02
5.960784313725490113e-01,8.220496072014173983e-01,7.828225834826842977e-01,9.022007885215255207e-01,1.173755554121243136e+02,2.603810758288063454e+01,2.908311437467496319e+01,5.097434610318185833e+01,1.030465587348741678e+02,2.489630793309144607e+01,1.857326996672874486e+00,3.915458797279752190e+01,1.697615465784180913e+02
5.999999999999999778e-01,8.239824453578150631e-01,7.830086390938675311e-01,9.025105764607747050e-01,1.179665204264952223e+02,2.618660685225117746e+01,2.922908333558542893e+01,5.122406715428108015e+01,1.037181835444824287e+02,2.505149752064811963e+01,1.849284855555811680e+00,3.933644931724833782e+01,1.707397016608530578e+02
6.039215686274509443e-01,8.259152835142127280e-01,7.831946947050506536e-01,9.028203644000238892e-01,1.185547194435497715e+02,2.633503556669454682e+01,2.937495212280602175e+01,5.147261939209968062e+01,1.043894892519177944e+02,2.520658060670256617e+01,1.841280355483829956e+00,3.951822425579314313e+01,1.717171854676739429e+02
6.078431372549019107e-01,8.275893671341651991e-01,7.833807503162337760e-01,9.031301523392731845e-01,1.191637209962546962e+02,2.648339377648185433e+01,2.952072083942023539e+01,5.172920677494026620e+01,1.050604760845438506e+02,2.536155730084989557e+01,1.830849205318065831e+00,3.969991284999702685e+01,1.726939986896552455e+02
6.117647058823529882e-01,8.282628785262194926e-01,7.835668059274168984e-01,9.034399402785223687e-01,1.198620125451135294e+02,2.663168153183646680e+01,2.966638958837015494e+01,5.202060801736005402e+01,1.057311442695082349e+02,2.551642771253489173e+01,1.810924298304880553e+00,3.988151516136660035e+01,1.736701420166239700e+02
6.156862745098039547e-01,8.289363899182737860e-01,7.837528615386000208e-01,9.037497282177716640e-01,1.205591693692363009e+02,2.677989888293405230e+01,2.981195847245674102e+01,5.231153573235646803e+01,1.064014940337428641e+02,2.567119195105227902e+01,1.791031769293245590e+00,4.006303125135009680e+01,1.746456161374613600e+02
6.196078431372549211e-01,8.296099013103280795e-01,7.839389171497831432e-01,9.040595161570208482e-01,1.212551942322714353e+02,2.692804587990265475e+01,2.995742759434003588e+01,5.260199107321654566e+01,1.070715256039642611e+02,2.582585012554696746e+01,1.771171539425786090e+00,4.024446118133739958e+01,1.756204217401043195e+02
6.235294117647058876e-01,8.302834127023823729e-01,7.841249727609662656e-01,9.043693040962701435e-01,1.219500898889001093e+02,2.707612257282273305e+01,3.010279705653941207e+01,5.289197518948520838e+01,1.077412392066737397e+02,2.598040234501432977e+01,1.751343530101000079e+00,4.042580501266011339e+01,1.765945595115472599e+02
6.274509803921568540e-01,8.309569240944366664e-01,7.843110283721493881e-01,9.046790920355193277e-01,1.226438590848724886e+02,2.722412901172723920e+01,3.024806696143384244e+01,5.318148922698045311e+01,1.084106350681577027e+02,2.613484871830044298e+01,1.731547662972215962e+00,4.060706280659166367e+01,1.775680301378435217e+02
6.313725490196078205e-01,8.315388807267077853e-01,8.081704998789328576e-01,9.049888799747685120e-01,1.233450774885695722e+02,2.598671544330350258e+01,3.039323741126209910e+01,5.347642158340082830e+01,1.019573533768245710e+02,2.628918935410234070e+01,1.715562163622776248e+00,3.914604203050065223e+01,1.785408343041072214e+02
6.352941176470587870e-01,8.319732823490403328e-01,8.085026778547153015e-01,9.052986679140178072e-01,1.240592502118401370e+02,2.620819845085176780e+01,3.053830850812301634e+01,5.378047797919153084e+01,1.029340195619929261e+02,2.644342436096828308e+01,1.705683018554919439e+00,3.940264168055362148e+01,1.795129726945145023e+02
6.392156862745097534e-01,8.324076839713728804e-01,8.088348558304977454e-01,9.056084558532669915e-01,1.247726775364423162e+02,2.642949953800779284e+01,3.068328035397573217e+01,5.408421702425577138e+01,1.039098835389130784e+02,2.659755384729799488e+01,1.695814184580358930e+00,3.965903056631589862e+01,1.804844459923054671e+02
6.431372549019607199e-01,8.328420855937055389e-01,8.091670338062800782e-01,9.181712809188148361e-01,1.254853606287522041e+02,2.665061892881659844e+01,3.027837056509905267e+01,5.438763921517389122e+01,1.048849462955487866e+02,2.603942092526508034e+01,1.685955645564621852e+00,3.991520894735535308e+01,1.762562061108522755e+02
6.470588235294117974e-01,8.332764872160380865e-01,8.094992117820625221e-01,9.219411320098580553e-01,1.261973006527138210e+02,2.687155684695543556e+01,3.069647432579205315e+01,5.469074504749073640e+01,1.058592088182421946e+02,2.644693295772914254e+01,1.676107385406881978e+00,4.017117708281379151e+01,1.787912543553862577e+02
6.509803921568627638e-01,8.337108888383707450e-01,8.098313897578449660e-01,9.234361360215994630e-01,1.269084987698452238e+02,2.709231351573459889e+01,3.082048654808818000e+01,5.499353501571832226e+01,1.068326720917171713e+02,2.656414144130899047e+01,1.666269388039869570e+00,4.042693523140786027e+01,1.794812926970083993e+02
6.549019607843137303e-01,8.341452904607032925e-01,8.101635677336274100e-01,9.249311400333407596e-01,1.276189561392450429e+02,2.731288915809811968e+01,3.094409787833556180e+01,5.529600961333860454e+01,1.078053370990825499e+02,2.668097102716212632e+01,1.656441637429784564e+00,4.068248365142990508e+01,1.801691003642714861e+02
6.588235294117646967e-01,8.345796920830358401e-01,8.104957457094097428e-01,9.260254627423307738e-01,1.283286739175985076e+02,2.753328399662454729e+01,3.107452291826428947e+01,5.559816933280604445e+01,1.087772048218354826e+02,2.680901850785656748e+01,1.646624117576210189e+00,4.093782260074878820e+01,1.809363549224546261e+02
6.627450980392156632e-01,8.350140937053684986e-01,8.108279236851921867e-01,9.268804523767913972e-01,1.290376532591838838e+02,2.775349825352767041e+01,3.120897978378340909e+01,5.590001466555035137e+01,1.097482762398646514e+02,2.694371914460162643e+01,1.636816812512023045e+00,4.119295233681083346e+01,1.817507527753203362e+02
6.666666666666666297e-01,8.354484953277010462e-01,8.111601016609746306e-01,9.277354420112521316e-01,1.297458953158788120e+02,2.797353215065732002e+01,3.134318882169760201e+01,5.620154610197916867e+01,1.107185523314538074e+02,2.707817150442859955e+01,1.627019706303312052e+00,4.144787311664065754e+01,1.825636495499885257e+02
6.705882352941175961e-01,8.358828969500337047e-01,8.114922796367570745e-01,9.285904316457128660e-01,1.304534012371663891e+02,2.819338590950005141e+01,3.147715071656064367e+01,5.650276413148065302e+01,1.116880340732847401e+02,2.721237627313237084e+01,1.617232783049286526e+00,4.170258519684202270e+01,1.833750493927638843e+02
6.745098039215686736e-01,8.363172985723662523e-01,8.398432624771920985e-01,9.294245352727965592e-01,1.311601721701413794e+02,2.742308272422062387e+01,3.161059128836307153e+01,5.680366924242619575e+01,1.073950008467290473e+02,2.734694866019367154e+01,1.607456026882194688e+00,4.088390385911701230e+01,1.841852508167177973e+02
6.784313725490196401e-01,8.367517001946987998e-01,8.433321487739665612e-01,9.297489504150912021e-01,1.318662092595165802e+02,2.761144260961663832e+01,3.173716022174411222e+01,5.710426192217300922e+01,1.080303134990678586e+02,2.749634496309140630e+01,1.597689421967234846e+00,4.109023052424353750e+01,1.850016242461198601e+02
6.823529411764706065e-01,8.371861018170314583e-01,8.468210350707410239e-01,9.300733655573859560e-01,1.325715136476288762e+02,2.779825041683839260e+01,3.186364085912602917e+01,5.740454265706679138e+01,1.086603911997105882e+02,2.764563704534449329e+01,1.587932952502470130e+00,4.129485706562534375e+01,1.858174281636703711e+02
6.862745098039215730e-01,8.376205034393640059e-01,8.503099213675154866e-01,9.303977806996805988e-01,1.332760864744454068e+02,2.798352525077035580e+01,3.199003329287112862e+01,5.770451193244435473e+01,1.092852983868724266e+02,2.779482501597325950e+01,1.578186602718745668e+00,4.149780441047364832e+01,1.866326631651088803e+02
6.901960784313725394e-01,8.380549050616966644e-01,8.514545411814919973e-01,9.307221958419752417e-01,1.339799288775696482e+02,2.811757047774856844e+01,3.211633761521293451e+01,5.800417023263618432e+01,1.098480720516587752e+02,2.794390898384602551e+01,1.568450356879601548e+00,4.164444226124680881e+01,1.874473298453444272e+02
6.941176470588235059e-01,8.384893066840292120e-01,8.520414851683877355e-01,9.310466109842699955e-01,1.346830419922478086e+02,2.823949213225642652e+01,3.224255391825640515e+01,5.830351804096912360e+01,1.103961080715854592e+02,2.809288905767936484e+01,1.558724199281187772e+00,4.177775443451373150e+01,1.882614287984567625e+02
6.980392156862744724e-01,8.389237083063617595e-01,8.526284291552833627e-01,9.313710261265646384e-01,1.353854269513745976e+02,2.836124592658148558e+01,3.236868229397818908e+01,5.860255583976891813e+01,1.109433895624922286e+02,2.824176534603840594e+01,1.549008114252181434e+00,4.191088306527654339e+01,1.890749606176981104e+02
7.019607843137254388e-01,8.629372129145752579e-01,8.532153731421791010e-01,9.316954412688592813e-01,1.300390341266466976e+02,2.848283220714692376e+01,3.249472283422682750e+01,5.640386601559890778e+01,1.114899180815460937e+02,2.839053795733703467e+01,1.841648997563491541e+00,4.204382853232296213e+01,1.898879258954941918e+02
7.058823529411764053e-01,8.635231760680149860e-01,8.538023171290747282e-01,9.320198564111539241e-01,1.310346639101679784e+02,2.860425131942332655e+01,3.262067563072297816e+01,5.682486444460888464e+01,1.120356951816321498e+02,2.853920699983821763e+01,1.815827208566075823e+00,4.217659121339915629e+01,1.907003252234460717e+02
7.098039215686274828e-01,8.641091392214546030e-01,8.543892611159704664e-01,9.323442715534486780e-01,1.320289433958134282e+02,2.872550360793194457e+01,3.274654077505962135e+01,5.724529190507832510e+01,1.125807224113683134e+02,2.868777258165421529e+01,1.790040439721141796e+00,4.230917148521321280e+01,1.915121591923312394e+02
7.137254901960784492e-01,8.646951023748943310e-01,8.549762051028662047e-01,9.326686866957433208e-01,1.330218753286828530e+02,2.884658941624798345e+01,3.287231835870234420e+01,5.766514955776266760e+01,1.131250013151200164e+02,2.883623481074689821e+01,1.764288619834164962e+00,4.244156972343883183e+01,1.923234283921054555e+02
7.176470588235294157e-01,8.652810655283340591e-01,8.555631490897618319e-01,9.329931018380379637e-01,1.340134624464402293e+02,2.896750908700383675e+01,3.299800847298946138e+01,5.808443856027317764e+01,1.136685334330147583e+02,2.898459379492794241e+01,1.738571677903470780e+00,4.257378630271880837e+01,1.931341334119037185e+02
7.215686274509803821e-01,8.658670286817736761e-01,8.561500930766575701e-01,9.333175169803327176e-01,1.350037074793388854e+02,2.908826296189230121e+01,3.312361120913233492e+01,5.850316006708752070e+01,1.142113203009565296e+02,2.913284964185914916e+01,1.712889543119582303e+00,4.270582159666854238e+01,1.939442748400419134e+02
7.254901960784313486e-01,8.664529918352134041e-01,8.567370370635533083e-01,9.336419321226273604e-01,1.359926131502464841e+02,2.920885138166981676e+01,3.324912665821555180e+01,5.892131522956037770e+01,1.147533634506405065e+02,2.928100245905267229e+01,1.687242144864568472e+00,4.283767597787961279e+01,1.947538532640183746e+02
7.294117647058823151e-01,8.711872251645123022e-01,8.573239810504489355e-01,9.339663472649220033e-01,1.303152482021299647e+02,2.932927468615966760e+01,3.337455491119711581e+01,5.656741671445698216e+01,1.152946644095672752e+02,2.942905235387129537e+01,1.936811084666418159e+00,4.296934981792328045e+01,1.955628692705150797e+02
7.333333333333332815e-01,8.721300051890431559e-01,8.579109250373446738e-01,9.342907624072166461e-01,1.325272701368711239e+02,2.944953321425516535e+01,3.349989605890872468e+01,5.750354395733305068e+01,1.158352247010571716e+02,2.957699943352866612e+01,1.882531960615980493e+00,4.310084348735391302e+01,1.963713234453990992e+02
7.372549019607843590e-01,8.730727852135740097e-01,8.584978690242404120e-01,9.346151775495114000e-01,1.347345148064651141e+02,2.956962730392282523e+01,3.362515019205594768e+01,5.843764946254889736e+01,1.163750458442647044e+02,2.972484380508958779e+01,1.828370062241958527e+00,4.323215735571251628e+01,1.971792163737241310e+02
7.411764705882353255e-01,8.740155652381047524e-01,8.690773167644880726e-01,9.349395926918060429e-01,1.369369976702824090e+02,2.940112597085191837e+01,3.375031740121847434e+01,5.936973977250703172e+01,1.150128548865702669e+02,2.987258557547025717e+01,1.774325010198616770e+00,4.303167220315176422e+01,1.979865486397318364e+02
7.450980392156862919e-01,8.831981097335059872e-01,8.719511608193857288e-01,9.352640078341006857e-01,1.332334770667928012e+02,2.961318784597463605e+01,3.387539777685028497e+01,5.783520396264224672e+01,1.157984318174767822e+02,3.002022485143853103e+01,1.937832879918180762e+00,4.324663825807869699e+01,1.987933208268532610e+02
7.490196078431372584e-01,8.849745525270265034e-01,8.738415180701174512e-01,9.355884229763954396e-01,1.346636348316469025e+02,2.971939317541773562e+01,3.400039140927993486e+01,5.843207077417147843e+01,1.161560752551422127e+02,3.016776173961416063e+01,1.899695453495504172e+00,4.335630434785176135e+01,1.995995335177101708e+02
7.529411764705882248e-01,8.867509953205471307e-01,8.786010125088521416e-01,9.359128381186900825e-01,1.360880624795496772e+02,2.976724471966997143e+01,3.412529838871071775e+01,5.902654615958081763e+01,1.161316954693347583e+02,3.031519634646910077e+01,1.861710829734880335e+00,4.343303628703451835e+01,2.004051872941165868e+02
7.568627450980391913e-01,8.885274381140676470e-01,8.789139140368876779e-01,9.362372532609847253e-01,1.375067943793607981e+02,2.989144244290995189e+01,3.425011880522091445e+01,5.961864446248480931e+01,1.166949887530503958e+02,3.046252877832770167e+01,1.823878092136123508e+00,4.354981484529271540e+01,2.012102827370800355e+02
