intensity_in,R_out,G_out,B_out,X_R,X_G,X_B,Y_R,Y_G,Y_B,Z_R,Z_G,Z_B
2.000000000000000111e-01,5.138750069304718338e-01,4.653450759274481707e-01,6.188958965670143808e-01,6.322228605166102966e+01,1.396650358926395796e+01,1.482883068734699350e+01,2.741143069388962061e+01,5.697222177108011465e+01,1.217719145442616480e+01,1.059980956536741514e+00,2.265481640233755556e+01,8.662707560620160052e+01
2.039215686274509776e-01,5.149999369041143860e-01,4.656439908465577204e-01,6.241995870227698973e-01,6.435807851433237659e+01,1.425195077089083640e+01,1.498576907143523407e+01,2.788786007635628650e+01,5.836392805064086531e+01,1.231046415708529551e+01,1.037190114585999856e+00,2.312011279013310983e+01,8.723614082060437624e+01
2.078431372549019440e-01,5.161248668777569382e-01,4.659429057656672146e-01,6.295032774785255247e-01,6.548891989997916596e+01,1.453703170841291303e+01,1.514006298125428174e+01,2.836221263700305784e+01,5.975384869610424943e+01,1.244149116163166013e+01,1.014498621079328089e+00,2.358481217760781234e+01,8.783494304359747673e+01
2.117647058823529382e-01,5.172497968513996014e-01,4.662418206847767088e-01,6.347445836870639901e-01,6.661484251184242567e+01,1.482174710624464531e+01,1.529536004807600591e+01,2.883450192602828466e+01,6.114198714186407102e+01,1.257156419779285450e+01,9.919058278190271416e-01,2.404891571300037967e+01,8.867357135540488855e+01
2.156862745098039325e-01,5.183747268250421536e-01,4.665407356038862030e-01,6.396141412945621774e-01,6.773587837275681522e+01,1.510609766699520939e+01,1.545777990669482627e+01,2.930474137600866769e+01,6.252834681351239254e+01,1.270688775990686281e+01,9.694110922340396508e-01,2.451242454160679074e+01,8.972886579327725087e+01
2.196078431372548989e-01,5.194996567986848168e-01,5.350579856294279679e-01,6.424323379492337116e-01,6.885205922818673230e+01,1.412190669884903826e+01,1.566498624002100293e+01,2.977294430317272145e+01,5.516706632293581691e+01,1.288116652027738418e+01,9.470137773190275832e-01,2.264671020801069190e+01,9.134909105376843286e+01
2.235294117647058654e-01,5.206245867723273690e-01,5.377444236743025296e-01,6.452505346039052458e-01,6.996341654922285613e+01,1.436710434777405787e+01,1.587038258431473103e+01,3.023912390865779187e+01,5.633005528224792613e+01,1.305392292059358361e+01,9.247132515742441106e-01,2.304540547622050539e+01,9.295516332045626484e+01
2.274509803921568596e-01,5.217495167459699212e-01,5.396069544892854175e-01,6.474540641503510052e-01,7.106998153553996644e+01,1.452418829738771855e+01,1.608528240760675487e+01,3.070329327975076339e+01,5.712045952442028351e+01,1.323773227757028970e+01,9.025088889461786446e-01,2.331049876819504263e+01,9.453265773830166552e+01
2.313725490196078538e-01,5.228744467196125845e-01,5.414694853042683054e-01,6.485570023332704048e-01,7.217178511831670562e+01,1.468019158149894210e+01,1.631928644652330362e+01,3.116546539111278236e+01,5.790542614804793686e+01,1.344306876949418239e+01,8.804000687689734761e-01,2.357376833994693754e+01,9.607597047456430062e+01
2.352941176470588203e-01,5.239993766932551367e-01,5.433320161192511932e-01,6.496599405161896934e-01,7.326885796311755428e+01,1.483512531360411657e+01,1.655249594056065732e+01,3.162565310598817447e+01,5.868501107325965194e+01,1.364770805525477293e+01,8.583861757065915921e-01,2.383523294650079904e+01,9.761404299686621755e+01
2.392156862745097867e-01,5.251243066668977999e-01,5.530448161628920278e-01,6.507628786991089820e-01,7.436123047273788700e+01,1.478503596423713162e+01,1.678491492959530618e+01,3.208386917739784394e+01,5.797546008384253469e+01,1.385165367980825124e+01,8.364665996957264538e-01,2.367087487964046488e+01,9.914690194916138921e+01
2.431372549019607809e-01,5.787854622190108378e-01,5.550449890348216897e-01,6.715009377271304869e-01,6.793259094556259470e+01,1.497003314625185411e+01,1.655576309219803122e+01,2.958646634495169536e+01,5.905796180203154933e+01,1.364393454830010022e+01,1.426170479410419079e+00,2.400635976521102322e+01,9.648561076775932577e+01
2.470588235294117752e-01,5.830681608864903831e-01,5.573684895909224446e-01,6.759779145343500772e-01,6.852310383872452348e+01,1.514690447471635437e+01,1.671089689325473415e+01,2.984284652818679717e+01,6.006747470799388822e+01,1.377217726105757123e+01,1.459559438934933562e+00,2.432480264775113810e+01,9.747575621299479565e+01
2.509803921568627416e-01,5.851047865781680013e-01,5.629139018911089032e-01,6.797913900059964210e-01,6.939434885561365718e+01,1.525427523104533378e+01,1.687529730717742282e+01,3.021101704893283113e+01,6.041979355454179768e+01,1.391229812943005406e+01,1.458469299647488393e+00,2.449450096692539347e+01,9.850734653761307413e+01
2.549019607843137081e-01,5.862202711752301232e-01,5.684593141912952508e-01,6.828003892970905264e-01,7.037980128347379605e+01,1.535955114928137277e+01,1.705171855409189163e+01,3.062467916479888075e+01,6.076523854673828851e+01,1.406741040895887984e+01,1.443417539298921470e+00,2.466088841714921998e+01,9.959445055696770055e+01
2.588235294117646745e-01,5.873357557722922451e-01,5.771765589630818427e-01,6.858093885881846319e-01,7.136151051336375417e+01,1.549640775408841264e+01,1.722659169911177557e+01,3.103677000320021051e+01,6.061101158179819492e+01,1.422116157344055409e+01,1.428422952404081903e+00,2.475039521898255401e+01,1.006720152049517338e+02
2.627450980392156965e-01,5.884512403693543670e-01,5.798659044635032789e-01,6.896131372676769233e-01,7.233949783241516229e+01,1.564871668308225594e+01,1.738945241755287796e+01,3.144729849980907233e+01,6.130532692811477347e+01,1.435700454167536932e+01,1.413485213824184905e+00,2.496860706542261354e+01,1.012702886850552915e+02
