IntensityIn IntensityOut Luminance
3.369963369963369787e-02 1.771771771769999892e-01 1.859555781053399315e+01
3.394383394383394120e-02 1.781781781779999962e-01 1.876583102930847957e+01
3.418803418803419147e-02 1.791791791790000032e-01 1.894216742655563834e+01
3.443223443223443481e-02 1.791791791790000032e-01 1.894216742655563834e+01
3.467643467643467814e-02 1.801801801800000102e-01 1.912911372218142603e+01
3.492063492063492147e-02 1.811811811809999895e-01 1.932922858433038371e+01
3.516483516483516480e-02 1.821821821819999965e-01 1.954151609012577495e+01
3.540903540903540814e-02 1.821821821819999965e-01 1.954151609012577495e+01
3.565323565323565147e-02 1.831831831830000035e-01 1.976107174622431728e+01
3.589743589743589480e-02 1.831831831830000035e-01 1.976107174622431728e+01
3.614163614163613814e-02 1.841841841840000105e-01 1.998199855099899125e+01
3.638583638583638841e-02 1.851851851849999897e-01 2.019922279906751683e+01
3.663003663003663174e-02 1.851851851849999897e-01 2.019922279906751683e+01
3.687423687423687507e-02 1.861861861859999967e-01 2.040955526082992222e+01
3.711843711843711840e-02 1.871871871870000037e-01 2.061382606171660115e+01
3.736263736263736174e-02 1.871871871870000037e-01 2.061382606171660115e+01
3.760683760683760507e-02 1.881881881880000107e-01 2.081654132592040796e+01
3.785103785103784840e-02 1.881881881880000107e-01 2.081654132592040796e+01
3.809523809523809867e-02 1.891891891889999899e-01 2.102213774758204679e+01
3.833943833943834201e-02 1.901901901899999969e-01 2.123340580775194297e+01
3.858363858363858534e-02 1.901901901899999969e-01 2.123340580775194297e+01
3.882783882783882867e-02 1.911911911910000039e-01 2.145067823952044606e+01
3.907203907203907201e-02 1.921921921920000109e-01 2.167087052746373743e+01
3.931623931623931534e-02 1.921921921920000109e-01 2.167087052746373743e+01
3.956043956043955867e-02 1.931931931929999902e-01 2.188775597205730605e+01
3.980463980463980200e-02 1.931931931929999902e-01 2.188775597205730605e+01
4.004884004884004534e-02 1.941941941939999972e-01 2.209552597168529786e+01
4.029304029304029561e-02 1.951951951950000042e-01 2.228947142358762079e+01
4.053724053724053894e-02 1.961961961960000111e-01 2.246808800997154520e+01
4.078144078144078227e-02 1.961961961960000111e-01 2.246808800997154520e+01
4.102564102564102561e-02 1.971971971969999904e-01 2.263262585117169934e+01
4.126984126984126894e-02 1.981981981979999974e-01 2.278752960871191036e+01
4.151404151404151227e-02 1.991991991990000044e-01 2.293786729698705784e+01
4.175824175824175560e-02 2.002002002000000114e-01 2.308924226265079227e+01
4.200244200244200588e-02 2.012012012009999906e-01 2.324477961684038263e+01
4.224664224664224921e-02 2.012012012009999906e-01 2.324477961684038263e+01
4.249084249084249254e-02 2.022022022019999976e-01 2.340605083100555461e+01
4.273504273504273587e-02 2.032032032030000046e-01 2.357193629813337310e+01
4.297924297924297921e-02 2.042042042040000116e-01 2.374076931757721098e+01
4.322344322344322254e-02 2.052052052049999908e-01 2.391119619302306987e+01
4.346764346764346587e-02 2.052052052049999908e-01 2.391119619302306987e+01
4.371184371184370920e-02 2.062062062059999978e-01 2.408339713908668855e+01
4.395604395604395254e-02 2.072072072070000048e-01 2.425804141594107222e+01
4.420024420024420281e-02 2.082082082080000118e-01 2.443729842816092557e+01
4.444444444444444614e-02 2.092092092089999911e-01 2.462252566605204152e+01
4.468864468864468947e-02 2.092092092089999911e-01 2.462252566605204152e+01
4.493284493284493281e-02 2.102102102099999981e-01 2.481261376637956673e+01
